"","ensemble.id","human.disease"
"2131","ENSP00000384408","Obesity, severe, 601665 (3)  "
"2132","ENSP00000384408","[Obesity, resistance to] (3)  "
"2133","ENSP00000384408","{Diabetes, type 2}, 125853 (3)  "
"2134","ENSP00000384408","{Glioblastoma, susceptibility to}, 137800 (3)  "
"2135","ENSP00000384408","{Obesity, variation in}, 601665 (3)  "
"2136","ENSP00000384571","Hypoparathyroidism-retardation-dysmorphism syndrome, 241410 (3)  "
"2137","ENSP00000384571","Kenny-Caffey syndrome-1, 244460 (3)  "
"2138","ENSP00000384586","Mitochondrial DNA depletion syndrome 6 (hepatocerebral type), 256810 (3)  "
"2139","ENSP00000384675","Fibromatosis, gingival, 135300 (3)  "
"2140","ENSP00000384675","Noonan syndrome 4, 610733 (3)  "
"2141","ENSP00000384708","Ovarian dysgenesis 1, 233300 (3)  "
"2142","ENSP00000384708","Ovarian hyperstimulation syndrome, 608115 (3)  "
"2143","ENSP00000384708","Ovarian response to FSH stimulation, 276400 (3)  "
"2144","ENSP00000384806","{Stroke, susceptibility to, 1}, 606799 (3)  "
"2145","ENSP00000385026","Epilepsy, nocturnal frontal lobe, type 4, 610353 (3)  "
"2146","ENSP00000385080","Leukodystrophy, dysmyelinating, and spastic paraparesis with or without dystonia, 612443 (3)  "
"2147","ENSP00000385080","Lissencephaly-1, 607432 (3)  "
"2148","ENSP00000385080","Platelet-activating factor acetylhydrolase deficiency (3)  "
"2149","ENSP00000385080","Subcortical laminar heterotopia (3)  "
"2150","ENSP00000385080","Tyrosinemia, type I (3)  "
"2151","ENSP00000385080","{Asthma, susceptibility to}, 600807 (3)  "
"2152","ENSP00000385080","{Atopy, susceptibility to}, 147050 (3)  "
"2153","ENSP00000385292","Wolcott-Rallison syndrome, 226980 (3)  "
"2154","ENSP00000385510","Deafness, autosomal recessive 82, 613557 (3)  "
"2155","ENSP00000385521","Synpolydactyly, 3/3'4, associated with metacarpal and metatarsal synostoses, 608180 (3)  "
"2156","ENSP00000385552","Generalized epilepsy and paroxysmal dyskinesia, 609446 (3)  "
"2157","ENSP00000385604","Colorectal cancer (3)  "
"2158","ENSP00000385604","Hepatoblastoma (3)  "
"2159","ENSP00000385604","Hepatocellular carcinoma, 114550 (3)  "
"2160","ENSP00000385604","Leukodystrophy, hypomyelinating, 5, 610532 (3)  "
"2161","ENSP00000385604","Ovarian cancer, 167000 (3)  "
"2162","ENSP00000385604","Pilomatricoma, 132600 (3)  "
"2163","ENSP00000385721","[Gamma-glutamyltransferase, familial high serum] (2)  "
"2164","ENSP00000385828","Thyroid papillary carcinoma, 188550 (1)  "
"2165","ENSP00000385828","[Tuberculin skin test reactivity QTL] (2)  "
"2166","ENSP00000385828","[Tuberculin skin test reactivity, absence of] (2)  "
"2167","ENSP00000386002","Cutis laxa, autosomal recessive, type IIB, 612940 (3)  "
"2168","ENSP00000386227","3-Methylcrotonyl-CoA carboxylase 1 deficiency, 210200 (3)  "
"2169","ENSP00000386227","3-Methylcrotonyl-CoA carboxylase 2 deficiency, 210210 (3)  "
"2170","ENSP00000386227","Colorectal cancer (3)  "
"2171","ENSP00000386651","Factor V and factor VIII, combined deficiency of, 613625 (3)  "
"2172","ENSP00000386881","Miyoshi myopathy, 254130 (3)  "
"2173","ENSP00000386881","Muscular dystrophy, limb-girdle, type 2B, 253601 (3)  "
"2174","ENSP00000386881","Myopathy, distal, with anterior tibial onset, 606768 (3)  "
"2175","ENSP00000387123","Epilepsy, pyridoxine-dependent, 266100 (3)  "
"2176","ENSP00000387204","Orofacial cleft 10, 613705 (3)  "
